number,title,body,labels,component
47790,[C++] unknown argument: '-Kc++',"### Describe the bug, including details regarding any error messages, version, and platform.

I'm trying to build arrow@19.0.1 which pulls in `mimalloc` (ARROW_MIMALLOC_BUILD_VERSION=v2.0.6). I am using the Intel OneAPI 2025.x compiler suite, which is Clang/LLVM based. This check doesn't seem to correctly detect this compiler:
https://github.com/microsoft/mimalloc/blob/09a27098aa6e9286518bd9c74e6ffa7199c3f04e/CMakeLists.txt#L361

resulting in
```
-- stderr output is:
icpx: error: unknown argument: '-Kc++'
icpx: warning: treating 'c' input as 'c++' when in C++ mode, this behavior is deprecated [-Wdeprecated]
make[5]: *** [CMakeFiles/mimalloc-static.dir/build.make:82: CMakeFiles/mimalloc-static.dir/src/stats.c.o] Error 1
make[4]: *** [CMakeFiles/Makefile2:90: CMakeFiles/mimalloc-static.dir/all] Error 2
make[3]: *** [Makefile:139: all] Error 2
```

I've also reported this upstream https://github.com/microsoft/mimalloc/issues/1153

### Component(s)

C++",<chr>,C++
47855,[C++][Arrow Flight SQL ODBC] Create different SQLGetInfo properties in `GetSqlInfo`,"### Describe the enhancement requested

This issue is an optional one to consider. 
Currently, `GetSqlInfo` doesn't have any additional properties. One can create custom properties in `GetSqlInfo` so that the ODBC can use these properties directly. The goals is to have 1 property per `case` statement For example, instead of:
```
            case SqlInfoOptions::FLIGHT_SQL_SERVER_NAME: {
              std::string server_name(
                  reinterpret_cast<StringScalar*>(scalar->child_value().get())->view());

              info_[SQL_SERVER_NAME] = server_name;
              info_[SQL_DBMS_NAME] = server_name;
              info_[SQL_DATABASE_NAME] = server_name; 
              break;
            }
```
we have:
```
            case SqlInfoOptions::FLIGHT_SQL_SERVER_NAME: {
              info_[SQL_SERVER_NAME] = server_name;
              break;
            }
            case SQL_DBMS_NAME: {
              info_[SQL_DBMS_NAME] = dbms_name;
              break;
            }
            case SQL_DATABASE_NAME: {
              info_[SQL_DATABASE_NAME] = database_name;
              break;
            }
```

`GetSqlInfo` current definition:
https://github.com/apache/arrow/blob/bab558061696ddc1841148d6210424b12923d48e/cpp/src/arrow/flight/sql/client.cc#L558-L564


Parent issue: https://github.com/apache/arrow/issues/30622
### Component(s)

FlightRPC, C++",<chr>,C++
46013,[R] CSV dataset type inference issues with partitioned columns in Arrow,"### Describe the bug, including details regarding any error messages, version, and platform.

## Description

When working with partitioned CSV datasets in Arrow, there's an interaction between schema specification and type inference, particularly with numeric data. An example of this occurs when you have a floating-point column that initially contains only integer-like values (e.g., `15`), causing Arrow to incorrectly infer the column as integer type, which fails when it later encounters decimal values (`23.4`). I've tried to put this into a coherent reprex-like issue below. 

## Set up data

```r
library(arrow, warn.conflicts = FALSE)
library(dplyr, warn.conflicts = FALSE)
library(fs)

# Setup example directories and data
create_dirs <- function() {
 dir_create(""partitioned_example"")
 dir_create(""partitioned_example/month=12/year=1890"")
 dir_create(""partitioned_example/month=4/year=2011"")
}

# Create sample data
create_sample_data <- function() {
 data_1890_12 <- data.frame(
   station_number = c(""08MF005"", ""08MF005"", ""08MF005""),
   date = as.Date(c(""1890-12-01"", ""1890-12-02"", ""1890-12-03"")),
   value = c(15, 14, 16)  # Integer-like values
 )
 data_2011_04 <- data.frame(
   station_number = c(""08MF005"", ""08MF005"", ""08MF005""),
   date = as.Date(c(""2011-04-01"", ""2011-04-02"", ""2011-04-03"")),
   value = c(23.4, 24.8, 25.1)  # Floating point values
 )
 # mimic partitioned structure
 write.csv(data_1890_12, 
           ""partitioned_example/month=12/year=1890/part-0.csv"", 
           row.names = FALSE)
 
 write.csv(data_2011_04, 
           ""partitioned_example/month=4/year=2011/part-0.csv"", 
           row.names = FALSE)
}

setup_example <- function() {
 create_dirs()
 create_sample_data()
}

setup_example()
```

## Problem

### Approach 1: Default behaviour fails due to type inference

```r
## fails because first csv read only has integer-like numbers
open_csv_dataset(""partitioned_example/"") |> 
 filter(value > 3.2, month == 4) |> 
 collect()
#> Error in `compute.arrow_dplyr_query()`:
#> ! Invalid: Could not open CSV input source '/.../partitioned_example/month=4/year=2011/part-0.csv': 
#> Invalid: In CSV column #2: Row #2: CSV conversion error to int64: invalid value '23.4'
```

### Approach 2: Providing explicit schema fails with column count error

```r
schema <- schema(
 station_number = string(),
 date = date32(),
 value = float64(),
 month = int32(),
 year = int32()
)

## fails with a column # error
result <- open_csv_dataset(""partitioned_example"", schema = schema) |>
 filter(value > 3.2, month == 4) |> 
 collect()
#> Error in `compute.arrow_dplyr_query()`:
#> ! Invalid: Could not open CSV input source '/.../partitioned_example/month=4/year=2011/part-0.csv': 
#> Invalid: CSV parse error: Row #1: Expected 5 columns, got 3: ""station_number"",""date"",""value""
```

### Approach 3: Excluding partition columns from schema

```r
schema <- schema(
 station_number = string(),
 date = date32(),
 value = float64()
)

result <- open_csv_dataset(""partitioned_example"", schema = schema) |>
 filter(value > 3.2, month == 4) |> 
 collect()
#> Error in `month == 4`:
#> ! Expression not supported in Arrow
#> → Call collect() first to pull data into R.
```

### Approach 4: Using hive_partition with explicit schema

```r
schema <- schema(
 station_number = string(),
 date = date32(),
 value = float64()
)

partitioning <- hive_partition(
 month = int32(),
 year = int32()
)

result <- open_csv_dataset(""partitioned_example"", schema = schema, partitioning = partitioning) |>
 filter(value > 3.2, month == 4) |> 
 collect()
#> Error in `month == 4`:
#> ! Expression not supported in Arrow
#> → Call collect() first to pull data into R.
```

### Approach 5: Working solution, but a bit unintuitive

```r
open_csv_dataset(""partitioned_example/"", col_types = schema(value = float64())) |> 
 filter(value > 3.2, month == 4) |> 
 collect()
#> # A tibble: 3 × 5
#>   station_number date       value month  year
#>   <chr>          <date>     <dbl> <int> <int>
#> 1 08MF005        2011-04-01  23.4     4  2011
#> 2 08MF005        2011-04-02  24.8     4  2011
#> 3 08MF005        2011-04-03  25.1     4  2011
```

## Issues

1. The requirement to use `col_types` instead of `schema` for type specification is a bit unintuitive.
2. Folks need to think about both the Dataset schema and CSV column type inference simultaneously.


## Possible improvements

1. Consider having the CSV reader use the explicit schema by default when provided.
2. Improve error messages to suggest using `col_types` when schema specification fails.
3. Create more consistent behavior between `schema` and partitioned columns.
4. Better documentation around how schema interacts with partitioning.

## Environment

```
R version: 4.4.3
arrow: 19.0.1
```

### Component(s)

R",<chr>,R
48711,[Python][Types] Type stub improvements for better coverage with Arrow IPC and compute operations,"While integrating `pyarrow-stubs` into a project using Arrow IPC streaming, I encountered several type annotation gaps that required workarounds (# type: ignore comments or cast() calls). This issue documents these gaps to help improve stub coverage.

Environment:
- `pyarrow-stubs` version: 17.11
- `pyarrow` version: 19.0.1
- `mypy` version: 1.14.1
- Python version: 3.12

Issues Found

1. `pa.PythonFile` constructor doesn't accept standard file-like objects

Problem: The `PythonFile` constructor signature is too restrictive. It doesn't accept `IO[bytes]` or `BufferedIOBase` objects without explicit casting.

Workaround required:
```python
import io
from typing import cast
import pyarrow as pa

# This requires a cast:
stdin_sink = pa.PythonFile(cast(io.IOBase, proc.stdin))

# Similarly for stdout:
pa.PythonFile(cast(io.IOBase, sys.stdout.buffer), mode=""w"")
```

Expected: `PythonFile.__init__` should accept `IO[bytes]`, `BufferedIOBase`, or a `typing.BinaryIO` union.

---

2. `pa.BufferReader` incompatible with `pa.ipc.read_schema()`

Problem: When passing a `BufferReader` to `ipc.read_schema()`, mypy reports an argument type error.

Workaround required:

```python
output_schema_bytes: bytes = ...
output_schema = pa.ipc.read_schema(pa.BufferReader(output_schema_bytes))  # type: ignore[arg-type]
```

Expected: `ipc.read_schema()` should accept `BufferReader` (or its parent `NativeFile`) as a valid input type.

---

3. `pa.schema()` field list typing is overly restrictive

Problem: Creating a schema from a list of tuples `[(""name"", pa.string())]` or `pa.Field` objects causes type errors.

Workaround required:

```python
from typing import Any

def make_schema(fields: list[Any]) -> pa.Schema:
    """"""Helper to avoid mypy errors with field lists.""""""
    return pa.schema(fields)

# Usage:
schema = make_schema([(""x"", pa.int64()), (""y"", pa.string())])
schema = make_schema([pa.field(""x"", pa.int64())])
```

Expected: `pa.schema()` should accept:

- `list[tuple[str, DataType]]`
- `list[Field]`
- `Iterable[tuple[str, DataType] | Field]`

---

4. `pyarrow.compute.filter()` missing `RecordBatch` overload

Problem: `pc.filter()` works with `RecordBatch` at runtime but the stubs only define overloads for `Array` and `ChunkedArray`.

Workaround required:

```python
import pyarrow.compute as pc

batch: pa.RecordBatch = ...
mask: pa.BooleanArray = ...
result = pc.filter(batch, mask)  # type: ignore[call-overload]
```

Expected: Add overload for `RecordBatch`:

```python
@overload
def filter(
    values: RecordBatch,
    selection_filter: Array | ChunkedArray,
    /,
    null_selection_behavior: Literal[""drop"", ""emit_null""] = ...,
) -> RecordBatch: ...
```

---

5. `pa.Scalar` generic requires TYPE_CHECKING import pattern

Problem: Using `pa.Scalar[T]` as a type annotation at runtime raises errors because `Scalar` isn't subscriptable at runtime in older patterns.

Current pattern required:

```python
from typing import TYPE_CHECKING, Any

if TYPE_CHECKING:
    from pyarrow import Scalar

# Then use as:
positional: tuple[Scalar[Any] | None, ...] = ()
named: dict[str, Scalar[Any]] = {}
```

This is a minor issue but worth noting for documentation.


### Component(s)

Python",<chr>,Python
46313,[R] Full-feature build fails on ubuntu-24.04-arm64,"Building the R package on arm64-linux fails due to ABSL linking errors:

```
Error: package or namespace load failed for ‘arrow’ in dyn.load(file, DLLpath = DLLpath, ...):
 unable to load shared object '/__w/apache/apache/mylib/00LOCK-arrow/00new/arrow/libs/arrow.so':
  /__w/apache/apache/mylib/00LOCK-arrow/00new/arrow/libs/arrow.so: undefined symbol: _ZN4absl7debian319str_format_internal13FormatArgImpl8DispatchIiEEbNS2_4DataENS1_24FormatConversionSpecImplEPv
Error: loading failed
Execution halted
```

When we demangle, seems like a missing symbol for absl:

```sh
c++filt __ZN4absl7debian319str_format_internal13FormatArgImpl8DispatchIiEEbNS2_4DataENS1_24FormatConversionSpecImplEPv
# bool absl::debian3::str_format_internal::FormatArgImpl::Dispatch<int>(absl::debian3::str_format_internal::FormatArgImpl::Data, absl::debian3::str_format_internal::FormatConversionSpecImpl, void*)
```

We can work around the problem by disabling absl, either via `LIBARROW_MINIMAL=true` or `ARROW_GCS=OFF`.

## Reproduce one-liner

You can reproduce in docker on an arm64 system (for example M1 mac) by installing arrow with `NOT_CRAN=TRUE`.

I also made a GitHub action that does this: https://github.com/jeroen/test-arrow/blob/main/.github/workflows/test.yml

You can see the fail log here: https://github.com/jeroen/test-arrow/actions/runs/14857603984

### Component(s)

R",<chr>,R
45087,[R] [parquet] Cannot load chunked large_list<dict> from parquet file,"### Describe the bug, including details regarding any error messages, version, and platform.

The R arrow library cannot load a file with schema
```
schema: codes: large_list<element: dictionary<values=string, indices=int32, ordered=0>>
  child 0, element: dictionary<values=string, indices=int32, ordered=0>
```
if the table is chunked. To reproduce, run below python script. in an environment that also has R with arrow installed

```python
import pyarrow as pa
import pyarrow.parquet as pq
import subprocess

def test_load_parquet(table,label):
    pq.write_table(table, ""t.parquet"", row_group_size=1)
    res = subprocess.run(
        [""Rscript"", ""-e"", 'library(arrow);t=arrow::read_parquet(""t.parquet"");'],
        capture_output=True,
    )
    print(f'{label}\n#####')
    if res.returncode != 0:
        stdErr = res.stderr.decode()
        assert ""NotImplemented: Nested data conversions not implemented for chunked array outputs"" in stdErr
        print('R  failed')
    else:
        print('R      ok')

    pq.read_table(""t.parquet"") # no error!
    print(""python ok"")
    print(""schema:"",pq.read_schema(""t.parquet""))

codes = [[""a""],[""a""]]
t1 = pa.table({""codes"": codes})
t2 = pa.table({""codes"": codes}).cast(
    pa.schema({""codes"": pa.large_list(pa.dictionary(pa.int32(), pa.string()))})
)
t3 = pa.table({""codes"": codes}).cast(
    pa.schema({""codes"": pa.list_(pa.dictionary(pa.int32(), pa.string()))})
)
test_load_parquet(t1,'t1')
test_load_parquet(t2,'t2')
test_load_parquet(t3,'t3')

```


to get the output
```
t1
#####
R      ok
python ok
schema: codes: list<element: string>
  child 0, element: string
t2
#####
R  failed
python ok
schema: codes: large_list<element: dictionary<values=string, indices=int32, ordered=0>>
  child 0, element: dictionary<values=string, indices=int32, ordered=0>
t3
#####
R  failed
python ok
schema: codes: list<element: dictionary<values=string, indices=int32, ordered=0>>
  child 0, element: dictionary<values=string, indices=int32, ordered=0>
```

I have verified this is an issue in R library versions 13.0.0.0 and 18.1.0. both list_ and large_list fails. 

The error reported by the R library is discussed in #32723 , but since this works in pyarrow, I guess this is a separate issue from the C++ issue.

### Component(s)

Parquet, R",<chr>,R
47816,[Python][C++] Segmentation fault on serialize custom_metadata of type string,"### Describe the bug, including details regarding any error messages, version, and platform.

First of all thank you for this great library!

We are hitting a `Fatal Python error: Segmentation fault` if try to read a GET_STREAM with custom-metadata.

## Setup

1. Given a (Java) Arrow Server which on GET requests also sets custom metadata on the listener using `OutboundStreamListener::putMetadata(ArrowBuf metadata)`.
The custom-metadata is a basic String.

2. Given an pyArrow Flight client:
```
get = client.do_get(ticket)
get.read_all() # raises a Segmentation Fault
```

## Analysis

Looking at the stacktrace we could link it to the C++ method `Message::MessageImpl:Open()`.

We could verify, that even with only a single empty batch the issue occured.
In our Arrow Server implementation, we send a custom-metadata of type `String`.
The C++ Impl reads as if the custom metadata is expected to be a Map though? ([code)](https://github.com/apache/arrow/blob/be6dddf228f73dafc34dafbe1343dc6a6680eb97/cpp/src/arrow/ipc/message.cc#L105).

Omitting the String typed metadata resolves the issue.
We also know, the Java Arrow client implementation can also handle arbitrary custom metadata.

## Question

1. What format is allowed for custom metadata? Can it be also a simple string or should it always be Map?
2. If it should always be a Map, could the Python/C++ impl throw a better error message?


cc @DarthMax

### Component(s)

C++",<chr>,C++
48644,[PYTHON][DOC] Some PIC functions  are not documented in API reference,"### Describe the enhancement requested

https://arrow.apache.org/docs/dev/python/api/ipc.html

For example, `pa.ipc.read` is missing in the API reference

```py
In [1]: import pyarrow as pa

In [2]: pa.ipc.read_schema
Out[2]: <cyfunction read_schema at 0x1053de080>

In [3]: pa.ipc.read_schema?
Signature:      pa.ipc.read_schema(obj, dictionary_memo=None)
Call signature: pa.ipc.read_schema(*args, **kwargs)
Type:           cython_function_or_method
String form:    <cyfunction read_schema at 0x1053de080>
Docstring:
read_schema(obj, DictionaryMemo dictionary_memo=None)

Read Schema from message or buffer

Parameters
----------
obj : buffer or Message
dictionary_memo : DictionaryMemo, optional
    Needed to be able to reconstruct dictionary-encoded fields
    with read_record_batch

Returns
-------
schema : Schema
```

### Component(s)

Python, Documentation",<chr>,Python
48874,"[C++] Enable use of USE_OS_TZDB with conda, also on windows","### Describe the enhancement requested

I've started looking into this because the tests on the arrow feedstock are failing with
```
%SRC_DIR%\cpp\src\arrow\compute\kernels\test_util_internal.cc(87): error: Failed
'_error_or_value26.status()' failed with Invalid: Cannot locate or parse timezone 'Australia/Broken_Hill': Timezone database not found at ""C:\Users\VssAdministrator\Downloads\tzdata""
```
(these failures had been hidden by a bug in a batch file, apologies).

Conda-forge ships `tzdata` as a noarch package, and it also works on windows; for example, I've contributed basic support for using conda-forge's tzdata to orc: https://github.com/apache/orc/pull/1882

I've started looking at patching this into arrow as well, but the code is pretty involved. I can put up a draft PR with some very basic first steps that I have, if that helps.

It's a bit urgent for me to fix this, because I need to fix the CI on the feedstock, and - short of disabling the tzdb-related tests on windows - I can't currently. 

### Component(s)

C++",<chr>,C++
48138,[Python][Parquet] RowGroupMetadata.total_byte_size computes wrong uncompressed size,"### Describe the bug, including details regarding any error messages, version, and platform.

The `RowGroupMetadata.total_byte_size` property is supposed to compute the uncompressed file size:
https://github.com/apache/arrow/blob/7c3d4867e40dd0100542247a61cb83520369b2d4/python/pyarrow/_parquet.pyx#L975-L978

But on a [specific file from parquet-testing](https://github.com/apache/parquet-testing/blob/master/data/alltypes_plain.snappy.parquet) I've found that is computing the compressed size, see:
```python
>>> import pyarrow.parquet as pq
>>> reader = pq.ParquetFile('../datanomy-extra/raulcd_local/data/02-alltypes_plain.snappy.parquet')
>>> rg = reader.metadata.row_group(0)
>>> rg.total_byte_size
570
>>> sum(rg.column(j).total_compressed_size for j in range(rg.num_columns))
570
>>> sum(rg.column(j).total_uncompressed_size for j in range(rg.num_columns))
532
```
For a different parquet test file on datanomy is able to compute it correctly, the file is generated here:
```python
@pytest.fixture
def simple_parquet(tmp_path: Path) -> Path:
    """"""Create a simple test Parquet file with basic types.

    Returns:
        Path to the created Parquet file
    """"""
    table = pa.table(
        {
            ""id"": [1, 2, 3, 4, 5],
            ""name"": [""Alice"", ""Bob"", ""Charlie"", ""David"", ""Eve""],
            ""age"": [25, 30, 35, 40, 45],
            ""score"": [85.5, 90.0, 78.5, 92.0, 88.5],
        }
    )
    file_path = tmp_path / ""simple.parquet""
    pq.write_table(table, file_path)
    return file_path
```

### Component(s)

Parquet, Python",<chr>,Python
45523,"[R] An ""cannot handle Array of type <utf8_view>"" error occurs when reading ipc file include strings output by r-polars","### Describe the bug, including details regarding any error messages, version, and platform.

Hi, I want to read IPC file made by r-polars. but An error ""Error: cannot handle Array of type <utf8_view>"" occurs and unable to read the ipc file.

``` r
polars::pl$DataFrame(x = ""a"")$write_ipc(""test.arrow"")
arrow::read_ipc_file(""test.arrow"")
#> Error: cannot handle Array of type <utf8_view>
```

Do not occurs error when read Dataframes that not included string
``` r
polars::pl$DataFrame(x = 1)$write_ipc(""test.arrow"")
arrow::read_ipc_file(""test.arrow"")
#>   x
#> 1 1
```


here is my sessioninfo()
```
R version 4.4.2 (2024-10-31 ucrt)
Platform: x86_64-w64-mingw32/x64
Running under: Windows 11 x64 (build 22000)

Matrix products: default


locale:
[1] LC_COLLATE=Japanese_Japan.utf8  LC_CTYPE=Japanese_Japan.utf8    LC_MONETARY=Japanese_Japan.utf8
[4] LC_NUMERIC=C                    LC_TIME=Japanese_Japan.utf8    

time zone: Etc/GMT-9
tzcode source: internal

attached base packages:
[1] stats     graphics  grDevices utils     datasets  methods   base     

other attached packages:
[1] arrow_19.0.0  polars_0.22.0

loaded via a namespace (and not attached):
 [1] vctrs_0.6.5       cli_3.6.3         knitr_1.49        rlang_1.1.5       xfun_0.50        
 [6] processx_3.8.5    purrr_1.0.2       assertthat_0.2.1  bit_4.5.0.1       glue_1.8.0       
[11] clipr_0.8.0       htmltools_0.5.8.1 ps_1.8.1          rmarkdown_2.29    evaluate_1.0.3   
[16] tibble_3.2.1      tzdb_0.4.0        fastmap_1.2.0     yaml_2.3.10       lifecycle_1.0.4  
[21] compiler_4.4.2    fs_1.6.5          pkgconfig_2.0.3   rstudioapi_0.17.1 digest_0.6.37    
[26] R6_2.5.1          tidyselect_1.2.1  reprex_2.1.1      pillar_1.10.1     callr_3.7.6      
[31] magrittr_2.0.3    tools_4.4.2       withr_3.0.2       bit64_4.6.0-1    
```

### Component(s)

R",<chr>,R
48305,[C++] Can't build with `-DARROW_BUILD_BENCHMARKS=ON` on macOS platform.,"### Describe the bug, including details regarding any error messages, version, and platform.

## overview

Apache Arrow cpp can't build with `-DARROW_BUILD_BENCHMARKS=ON` on macOS platform.

## build error

```
In file included from /path/to/arrow/cpp/src/gandiva/tests/timed_evaluate.h:24:
/path/to/arrow/cpp/src/gandiva/tests/generate_data.h:39:19: error: implicit conversion loses integer precision: 'int64_t' (aka 'long long') to 'result_type' (aka 'unsigned int') [-Werror,-Wshorten-64-to-32]
   39 |   Random() : gen_(::arrow::internal::GetRandomSeed()) {}
      |              ~~~~ ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
/path/to/arrow/cpp/src/gandiva/tests/generate_data.h:40:41: error: implicit conversion loses integer precision: 'uint64_t' (aka 'unsigned long long') to 'result_type' (aka 'unsigned int') [-Werror,-Wshorten-64-to-32]
   40 |   explicit Random(uint64_t seed) : gen_(seed) {}
      |                                    ~~~~ ^~~~
2 errors generated.
```

## Environment

* OS: macOS 15.7.1
*  clang: Apple clang version 17.0.0 (clang-1700.4.4.1)
* Source: 02ade2c216d85a1070f9934188e1b4537ca1be33

## Build step

```
git clone https://github.com/apache/arrow/
cd arrow/cpp
mkdir build
cd build
cmake .. --preset ninja-debug-maximal \
  -DCMAKE_INSTALL_PREFIX=/tmp/local \
  -DARROW_CUDA=OFF \
  -DARROW_SKYHOOK=OFF \
  -DARROW_BUILD_BENCHMARKS=ON
  -DCMAKE_OSX_SYSROOT=/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk \
  -DARROW_EXTRA_ERROR_CONTEXT=OFF
cmake --build .
```

### Component(s)

C++",<chr>,C++
43521,[R] Subtracting X days from a given date in ymd format,"### Describe the usage question you have. Please include as many useful details as  possible.


Hi Arrow developers.

I have seen topics on it in the feature requests, but I haven't found anything in the documentation yet suggesting how to do the following on an arrow pointer or table.

Lets say I wanted to filter my data to two points, thirty-days prior to a specific variable and another date.

However, it keeps throwing errors whenever I try to do the subtraction like so:
`data_pointer |> filter(between(ADate,(Initiation-30), Conclusion)) |> collect()`

Throwing:
```
Error in `compute.arrow_dplyr_query()`:
! NotImplemented: Function 'subtract_checked' has no kernel matching input types (struct<year: int64, month: int64, day: int64>, float)
Run `rlang::last_trace()` to see where the error occurred.
```

I tried some versions where I explicitly specified date format with subtraction:
`data_pointer |> filter(between(as.Date(ADate),(as.Date(Initiation)-arrow_subtract(30)), as.Date(Conclusion))) |> collect()`
`data_pointer |> filter(between(arrow_year_month_day(ADate),(arrow_year_month_day(Initiation)-arrow_subtract(day(30))), arrow_year_month_day(Conclusion))) |> collect()`

But they throw variations of:
```
Error in `compute.arrow_dplyr_query()`:
! NotImplemented: Function 'day' has no kernel matching input types (float)
Run `rlang::last_trace()` to see where the error occurred.
```

Would you be willing to provide a description of how to accomplish this?

Any help would be appreciated.

Thanks in advance!

### Component(s)

R",<chr>,R
47805,[Python] `S3FileSystem` does not appear to respect `HTTP_PROXY` or `HTTPS_PROXY` environment variables,"### Describe the bug, including details regarding any error messages, version, and platform.

It would appear that the `S3FileSystem` does not respect the proxy variables, and requires usage of the `proxy_options` argument. If this is expected behavior, I would argue that it should default to the environment variables if present.

```python
>>> import pyarrow
>>> pyarrow.__version__
'21.0.0'

>>> from pyarrow import fs
>>> system = fs.S3FileSystem()
>>> system.get_file_info(file)
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""pyarrow/_fs.pyx"", line 615, in pyarrow._fs.FileSystem.get_file_info
  File ""pyarrow/error.pxi"", line 155, in pyarrow.lib.pyarrow_internal_check_status
  File ""pyarrow/error.pxi"", line 92, in pyarrow.lib.check_status
OSError: When getting information for key *** in bucket ***: AWS Error NETWORK_CONNECTION during HeadObject operation: curlCode: 35, SSL connect error

>>> import os
>>> proxy = os.environ['HTTP_PROXY']
>>> system = fs.S3FileSystem(proxy_options=proxy)
>>> system.get_file_info(file)
<FileInfo for *** type=FileType.File, size=5011554>
```

My work restricts access to external resources, and we leverage the usage of `HTTP_PROXY` and `HTTPS_PROXY` to work around this restriction when necessary. PyArrow is the first package I have come across that does not respect these proxy variables by default, so I assumed it was convention that they would be used if present.

Note: aws credentials, profile, region, etc. are set elsewhere, as expected, within`~/.aws/config` and `~/.aws/credentials`
### Component(s)

Python",<chr>,Python
46178,[R] source_node alignment warning,"### Describe the enhancement requested

When debugging some sanitizer issues, I noticed:

```
Start test: streaming map_batches into an ExecPlan
  'test-dataset.R:666:3' [success]
  'test-dataset.R:677:3' [success]
  'test-dataset.R:689:3' [success]
  'test-dataset.R:698:3' [success]
/Users/runner/work/crossbow/crossbow/arrow/cpp/src/arrow/acero/source_node.cc:76: An input buffer was poorly aligned.  This could lead to crashes or poor performance on some hardware.  Please ensure that all Acero sources generate aligned buffers, or change the unaligned buffer handling configuration to silence this warning.
  'test-dataset.R:709:3' [success]
End test: streaming map_batches into an ExecPlan
```

https://github.com/apache/arrow/blob/c2ec1cda88918a3920b7b29eca8d2e3ca7a49fb2/r/tests/testthat/test-dataset.R#L698-L706 is the test that the warning is popping up on.

### Component(s)

R",<chr>,R
